timestamp,frame,track_id,class_id,class_name,confidence,x1,y1,x2,y2,cx,cy,foot_x,foot_y,age,missed,total_motion,static_frames,visible
2026-07-07 18:19:51,0,1,0,person,0.625422,279,474,498,897,388,685,388,897,1,0,0,0,1
2026-07-07 18:19:51,0,2,0,person,0.531968,1461,570,1740,897,1600,733,1600,897,1,0,0,0,1
2026-07-07 18:19:51,1,1,0,person,0.636205,255,471,498,897,376,684,376,897,2,0,12.0416,0,1
2026-07-07 18:19:51,1,2,0,person,0.506807,1461,570,1728,897,1594,733,1594,897,2,0,6,0,1
2026-07-07 18:19:51,2,1,0,person,0.614639,261,471,498,894,379,682,379,894,3,0,15.6471,0,1
2026-07-07 18:19:51,2,2,0,person,0.510402,1461,570,1734,897,1597,733,1597,897,3,0,9,0,1
2026-07-07 18:19:51,3,1,0,person,0.621828,240,471,495,900,367,685,367,900,4,0,28.0165,0,1
2026-07-07 18:19:51,3,2,0,person,0.499619,1461,573,1743,897,1602,735,1602,897,4,0,14.3852,0,1
2026-07-07 18:19:51,4,1,0,person,0.661366,243,471,498,900,370,685,370,900,5,0,31.0165,0,1
2026-07-07 18:19:51,4,2,0,person,0.510402,1461,570,1740,900,1600,735,1600,900,5,0,16.3852,0,1
2026-07-07 18:19:51,5,1,0,person,0.639799,264,471,498,894,381,682,381,894,6,0,42.4182,0,1
2026-07-07 18:19:51,5,2,0,person,0.499619,1461,570,1734,897,1597,733,1597,897,6,0,19.9907,0,1
2026-07-07 18:19:51,6,1,0,person,0.636205,243,471,498,900,370,685,370,900,7,0,53.82,0,1
2026-07-07 18:19:51,6,2,0,person,0.521185,1461,573,1734,897,1597,735,1597,897,7,0,21.9907,0,1
2026-07-07 18:19:52,7,1,0,person,0.636205,243,471,495,900,369,685,369,900,8,0,54.82,1,1
2026-07-07 18:19:52,7,2,0,person,0.496024,1461,573,1737,897,1599,735,1599,897,8,0,23.9907,0,1
2026-07-07 18:19:52,8,1,0,person,0.654177,246,471,495,900,370,685,370,900,9,0,55.82,2,1
2026-07-07 18:19:52,8,2,0,person,0.503213,1461,570,1737,897,1599,733,1599,897,9,0,25.9907,0,1
2026-07-07 18:19:52,9,1,0,person,0.629016,258,471,498,897,378,684,378,897,10,0,63.8822,0,1
2026-07-07 18:19:52,9,2,0,person,0.517591,1458,567,1719,900,1588,733,1588,900,10,0,36.9907,0,1
2026-07-07 18:19:52,10,1,0,person,0.629016,252,471,498,894,375,682,375,894,11,0,67.4878,0,1
2026-07-07 18:19:52,10,2,0,person,0.499619,1461,573,1731,900,1596,736,1596,900,11,0,45.5347,0,1
2026-07-07 18:19:52,11,1,0,person,0.643394,258,471,498,897,378,684,378,897,12,0,71.0933,0,1
2026-07-07 18:19:52,11,2,0,person,0.506807,1461,570,1731,900,1596,735,1596,900,12,0,46.5347,1,1
2026-07-07 18:19:52,12,1,0,person,0.621828,255,471,498,897,376,684,376,897,13,0,73.0933,0,1
2026-07-07 18:19:52,12,2,0,person,0.535562,1455,567,1716,900,1585,733,1585,900,13,0,57.7151,0,1
2026-07-07 18:19:52,13,1,0,person,0.650583,240,471,495,900,367,685,367,900,14,0,82.1487,0,1
2026-07-07 18:19:52,13,2,0,person,0.503213,1461,570,1734,900,1597,735,1597,900,14,0,69.8806,0,1
2026-07-07 18:19:52,14,1,0,person,0.614639,243,471,495,900,369,685,369,900,15,0,84.1487,0,1
2026-07-07 18:19:52,14,2,0,person,0.524779,1461,570,1734,900,1597,735,1597,900,15,0,69.8806,1,1
2026-07-07 18:19:52,15,1,0,person,0.636205,243,471,495,900,369,685,369,900,16,0,84.1487,1,1
2026-07-07 18:19:52,15,2,0,person,0.542751,1455,567,1719,900,1587,733,1587,900,16,0,80.0786,0,1
2026-07-07 18:19:52,16,1,0,person,0.643394,240,471,495,900,367,685,367,900,17,0,86.1487,0,1
2026-07-07 18:19:52,16,2,0,person,0.542751,1455,570,1728,903,1591,736,1591,903,17,0,85.0786,0,1
2026-07-07 18:19:52,17,1,0,person,0.621828,240,471,498,900,369,685,369,900,18,0,88.1487,0,1
2026-07-07 18:19:52,17,2,0,person,0.54994,1455,567,1719,900,1587,733,1587,900,18,0,90.0786,0,1
2026-07-07 18:19:52,18,1,0,person,0.661366,243,471,495,900,369,685,369,900,19,0,88.1487,1,1
2026-07-07 18:19:52,18,2,0,person,0.531968,1461,570,1737,897,1599,733,1599,897,19,0,102.079,0,1
2026-07-07 18:19:52,19,1,0,person,0.650583,243,471,498,900,370,685,370,900,20,0,89.1487,2,1
2026-07-07 18:19:52,19,2,0,person,0.535562,1461,570,1740,900,1600,735,1600,900,20,0,104.315,0,1
2026-07-07 18:19:52,20,1,0,person,0.675743,243,471,495,900,369,685,369,900,21,0,90.1487,3,1
2026-07-07 18:19:52,20,2,0,person,0.499619,1461,570,1737,900,1599,735,1599,900,21,0,105.315,1,1
2026-07-07 18:19:52,21,1,0,person,0.621828,243,471,498,900,370,685,370,900,22,0,91.1487,4,1
2026-07-07 18:19:52,21,2,0,person,0.506807,1461,570,1740,900,1600,735,1600,900,22,0,106.315,2,1
2026-07-07 18:19:53,22,1,0,person,0.668554,240,471,495,900,367,685,367,900,23,0,94.1487,1,1
2026-07-07 18:19:53,22,2,0,person,0.49243,1461,570,1737,900,1599,735,1599,900,23,0,107.315,3,1
2026-07-07 18:19:53,23,1,0,person,0.629016,240,471,498,900,369,685,369,900,24,0,96.1487,0,1
2026-07-07 18:19:53,23,2,0,person,0.510402,1461,570,1734,897,1597,733,1597,897,24,0,110.143,0,1
2026-07-07 18:19:53,24,1,0,person,0.661366,240,471,495,900,367,685,367,900,25,0,98.1487,0,1
2026-07-07 18:19:53,24,2,0,person,0.567912,1455,564,1719,903,1587,733,1587,903,25,0,120.143,0,1
2026-07-07 18:19:53,25,1,0,person,0.625422,240,471,495,900,367,685,367,900,26,0,98.1487,1,1
2026-07-07 18:19:53,25,2,0,person,0.481647,1461,570,1731,897,1596,733,1596,897,26,0,129.143,0,1
2026-07-07 18:19:53,26,1,0,person,0.603856,255,471,498,897,376,684,376,897,27,0,107.204,0,1
2026-07-07 18:19:53,26,2,0,person,0.513996,1458,567,1716,900,1587,733,1587,900,27,0,138.143,0,1
2026-07-07 18:19:53,27,1,0,person,0.60745,237,471,498,900,367,685,367,900,28,0,116.26,0,1
2026-07-07 18:19:53,27,2,0,person,0.503213,1455,570,1728,900,1591,735,1591,900,28,0,142.615,0,1
2026-07-07 18:19:53,28,1,0,person,0.600261,237,471,498,900,367,685,367,900,29,0,116.26,1,1
2026-07-07 18:19:53,28,2,0,person,0.478052,1458,570,1749,906,1603,738,1603,906,29,0,154.985,0,1
2026-07-07 18:19:53,29,1,0,person,0.625422,240,471,498,900,369,685,369,900,30,0,118.26,0,1
2026-07-07 18:19:53,29,2,0,person,0.43492,1458,570,1734,897,1596,733,1596,897,30,0,163.587,0,1
2026-07-07 18:19:53,30,1,0,person,0.679338,240,471,498,903,369,687,369,903,31,0,120.26,0,1
2026-07-07 18:19:53,30,2,0,person,0.463675,1458,570,1725,894,1591,732,1591,894,31,0,168.686,0,1
2026-07-07 18:19:53,31,1,0,person,0.672149,240,471,498,900,369,685,369,900,32,0,122.26,0,1
2026-07-07 18:19:53,31,2,0,person,0.474458,1455,567,1713,897,1584,732,1584,897,32,0,175.686,0,1
2026-07-07 18:19:53,32,1,0,person,0.668554,240,471,498,903,369,687,369,903,33,0,124.26,0,1
2026-07-07 18:19:53,32,2,0,person,0.521185,1455,567,1713,900,1584,733,1584,900,33,0,176.686,1,1
2026-07-07 18:19:53,33,1,0,person,0.661366,240,471,498,900,369,685,369,900,34,0,126.26,0,1
2026-07-07 18:19:53,33,2,0,person,0.481647,1455,564,1710,897,1582,730,1582,897,34,0,180.291,0,1
2026-07-07 18:19:54,34,1,0,person,0.614639,237,468,498,900,367,684,367,900,35,0,128.496,0,1
2026-07-07 18:19:54,34,2,0,person,0.54994,1455,564,1713,897,1584,730,1584,897,35,0,182.291,0,1
2026-07-07 18:19:54,35,1,0,person,0.650583,240,468,498,900,369,684,369,900,36,0,130.496,0,1
2026-07-07 18:19:54,35,2,0,person,0.510402,1455,564,1713,897,1584,730,1584,897,36,0,182.291,1,1
2026-07-07 18:19:54,36,1,0,person,0.661366,240,468,498,900,369,684,369,900,37,0,130.496,1,1
2026-07-07 18:19:54,36,2,0,person,0.567912,1455,564,1713,897,1584,730,1584,897,37,0,182.291,2,1
2026-07-07 18:19:54,37,1,0,person,0.668554,240,468,495,900,367,684,367,900,38,0,132.496,0,1
2026-07-07 18:19:54,37,2,0,person,0.621828,1455,564,1713,900,1584,732,1584,900,38,0,184.291,0,1
2026-07-07 18:19:54,38,1,0,person,0.621828,240,468,498,900,369,684,369,900,39,0,134.496,0,1
2026-07-07 18:19:54,38,2,0,person,0.596667,1455,564,1713,900,1584,732,1584,900,39,0,184.291,1,1
2026-07-07 18:19:54,39,1,0,person,0.672149,240,468,498,900,369,684,369,900,40,0,134.496,1,1
2026-07-07 18:19:54,39,2,0,person,0.535562,1455,564,1713,900,1584,732,1584,900,40,0,184.291,2,1
2026-07-07 18:19:54,40,1,0,person,0.632611,240,468,498,900,369,684,369,900,41,0,134.496,2,1
2026-07-07 18:19:54,40,2,0,person,0.600261,1455,564,1713,897,1584,730,1584,897,41,0,186.291,0,1
2026-07-07 18:19:54,41,1,0,person,0.682932,240,468,498,900,369,684,369,900,42,0,134.496,3,1
2026-07-07 18:19:54,41,2,0,person,0.496024,1458,564,1713,900,1585,732,1585,900,42,0,188.528,0,1
2026-07-07 18:19:54,42,1,0,person,0.650583,240,468,495,900,367,684,367,900,43,0,136.496,0,1
2026-07-07 18:19:54,42,2,0,person,0.517591,1455,564,1716,900,1585,732,1585,900,43,0,188.528,1,1
2026-07-07 18:19:54,43,1,0,person,0.682932,240,468,495,900,367,684,367,900,44,0,136.496,1,1
2026-07-07 18:19:54,43,2,0,person,0.503213,1455,564,1713,900,1584,732,1584,900,44,0,189.528,2,1
2026-07-07 18:19:54,44,1,0,person,0.650583,237,468,498,900,367,684,367,900,45,0,136.496,2,1
2026-07-07 18:19:54,44,2,0,person,0.503213,1455,564,1713,897,1584,730,1584,897,45,0,191.528,0,1
2026-07-07 18:19:54,45,1,0,person,0.657771,240,468,498,900,369,684,369,900,46,0,138.496,0,1
2026-07-07 18:19:54,45,2,0,person,0.503213,1455,564,1713,900,1584,732,1584,900,46,0,193.528,0,1
2026-07-07 18:19:54,46,1,0,person,0.639799,240,465,498,900,369,682,369,900,47,0,140.496,0,1
2026-07-07 18:19:54,46,2,0,person,0.510402,1455,564,1713,900,1584,732,1584,900,47,0,193.528,1,1
2026-07-07 18:19:54,47,1,0,person,0.625422,240,465,498,900,369,682,369,900,48,0,140.496,1,1
2026-07-07 18:19:54,47,2,0,person,0.503213,1458,564,1713,900,1585,732,1585,900,48,0,194.528,2,1
2026-07-07 18:19:54,48,1,0,person,0.686526,240,465,495,900,367,682,367,900,49,0,142.496,0,1
2026-07-07 18:19:54,48,2,0,person,0.463675,1458,564,1713,900,1585,732,1585,900,49,0,194.528,3,1
2026-07-07 18:19:55,49,1,0,person,0.657771,240,465,498,900,369,682,369,900,50,0,144.496,0,1
2026-07-07 18:19:55,49,2,0,person,0.510402,1455,564,1713,900,1584,732,1584,900,50,0,195.528,4,1
2026-07-07 18:19:55,50,1,0,person,0.661366,240,465,498,900,369,682,369,900,51,0,144.496,1,1
2026-07-07 18:19:55,50,2,0,person,0.510402,1458,564,1713,903,1585,733,1585,903,51,0,196.942,5,1
2026-07-07 18:19:55,51,1,0,person,0.700904,243,465,498,900,370,682,370,900,52,0,145.496,2,1
2026-07-07 18:19:55,51,2,0,person,0.54994,1458,564,1713,900,1585,732,1585,900,52,0,197.942,6,1
2026-07-07 18:19:55,52,1,0,person,0.686526,240,465,498,900,369,682,369,900,53,0,146.496,3,1
2026-07-07 18:19:55,52,2,0,person,0.553534,1455,567,1713,900,1584,733,1584,900,53,0,199.356,7,1
2026-07-07 18:19:55,53,1,0,person,0.657771,240,465,498,903,369,684,369,903,54,0,148.496,0,1
2026-07-07 18:19:55,53,2,0,person,0.546346,1458,564,1713,897,1585,730,1585,897,54,0,202.518,4,1
2026-07-07 18:19:55,54,1,0,person,0.557129,237,468,498,900,367,684,367,900,55,0,150.496,0,1
2026-07-07 18:19:55,54,2,0,person,0.596667,1458,564,1716,903,1587,733,1587,903,55,0,206.124,1,1
2026-07-07 18:19:55,55,1,0,person,0.578695,237,465,495,900,366,682,366,900,56,0,152.732,0,1
2026-07-07 18:19:55,55,2,0,person,0.625422,1458,564,1716,903,1587,733,1587,903,56,0,206.124,2,1
2026-07-07 18:19:55,56,1,0,person,0.60745,237,468,498,900,367,684,367,900,57,0,154.968,0,1
2026-07-07 18:19:55,56,2,0,person,0.614639,1458,564,1719,900,1588,732,1588,900,57,0,207.538,3,1
2026-07-07 18:19:55,57,1,0,person,0.657771,237,465,495,903,366,684,366,903,58,0,155.968,1,1
2026-07-07 18:19:55,57,2,0,person,0.603856,1458,564,1716,900,1587,732,1587,900,58,0,208.538,4,1
2026-07-07 18:19:55,58,1,0,person,0.646988,237,465,495,900,366,682,366,900,59,0,157.968,0,1
2026-07-07 18:19:55,58,2,0,person,0.632611,1458,564,1716,900,1587,732,1587,900,59,0,208.538,5,1
2026-07-07 18:19:55,59,1,0,person,0.618233,237,465,495,900,366,682,366,900,60,0,157.968,1,1
2026-07-07 18:19:55,59,2,0,person,0.600261,1458,564,1719,900,1588,732,1588,900,60,0,209.538,6,1
2026-07-07 18:19:55,60,1,0,person,0.672149,237,468,495,900,366,684,366,900,61,0,159.968,0,1
2026-07-07 18:19:55,60,2,0,person,0.589478,1458,564,1719,900,1588,732,1588,900,61,0,209.538,7,1
2026-07-07 18:19:56,61,1,0,person,0.629016,240,468,495,900,367,684,367,900,62,0,160.968,1,1
2026-07-07 18:19:56,61,2,0,person,0.654177,1458,564,1716,897,1587,730,1587,897,62,0,211.774,4,1
2026-07-07 18:19:56,62,1,0,person,0.668554,237,468,495,903,366,685,366,903,63,0,162.382,2,1
2026-07-07 18:19:56,62,2,0,person,0.636205,1458,564,1719,903,1588,733,1588,903,63,0,214.936,1,1
2026-07-07 18:19:56,63,1,0,person,0.66496,240,468,495,900,367,684,367,900,64,0,163.796,3,1
2026-07-07 18:19:56,63,2,0,person,0.621828,1458,564,1716,900,1587,732,1587,900,64,0,216.351,2,1
2026-07-07 18:19:56,64,1,0,person,0.643394,237,468,495,900,366,684,366,900,65,0,164.796,4,1
2026-07-07 18:19:56,64,2,0,person,0.657771,1458,564,1716,903,1587,733,1587,903,65,0,217.351,3,1
2026-07-07 18:19:56,65,1,0,person,0.693715,237,468,495,900,366,684,366,900,66,0,164.796,5,1
2026-07-07 18:19:56,65,2,0,person,0.636205,1458,564,1719,900,1588,732,1588,900,66,0,218.765,4,1
2026-07-07 18:19:56,66,1,0,person,0.693715,240,468,495,900,367,684,367,900,67,0,165.796,6,1
2026-07-07 18:19:56,66,2,0,person,0.589478,1458,564,1716,900,1587,732,1587,900,67,0,219.765,5,1
2026-07-07 18:19:56,67,1,0,person,0.675743,237,465,495,900,366,682,366,900,68,0,168.032,3,1
2026-07-07 18:19:56,67,2,0,person,0.614639,1458,564,1716,903,1587,733,1587,903,68,0,220.765,6,1
2026-07-07 18:19:56,68,1,0,person,0.66496,237,468,498,900,367,684,367,900,69,0,170.268,0,1
2026-07-07 18:19:56,68,2,0,person,0.625422,1455,564,1716,903,1585,733,1585,903,69,0,222.765,3,1
2026-07-07 18:19:56,69,1,0,person,0.636205,237,468,495,900,366,684,366,900,70,0,171.268,1,1
2026-07-07 18:19:56,69,2,0,person,0.636205,1458,564,1713,900,1585,732,1585,900,70,0,223.765,4,1
